,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,price,hours,transactions,special_hours,
157,hlc6c-3N_rOvO_XwOGEYRw,rosa-mexicano-new-york-10,Rosa Mexicano,https://s3-media4.fl.yelpcdn.com/bphoto/_nS1IgmfidYCORBrASAKVw/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/rosa-mexicano-new-york-10?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,12128492885,(212) 849-2885,193,"[{'alias': 'mexican', 'title': 'Mexican'}]",3,"{'address1': '41 Murray St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['41 Murray St', 'New York, NY 10007'], 'cross_streets': 'Broadway & Church St'}","{'latitude': 40.7141113543271, 'longitude': -74.0092619508505}","['https://s3-media4.fl.yelpcdn.com/bphoto/_nS1IgmfidYCORBrASAKVw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/dw9LEZY3mCCwFGjr7Tlkzg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/eN4aNRefohSWU4rjZddxdg/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],,
158,-7iUpGTNDdy4WjxLGYp-_g,trattoria-italienne-new-york,Trattoria Italienne,https://s3-media3.fl.yelpcdn.com/bphoto/fgHM2BLhF9wOi7DmXaXpAA/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/trattoria-italienne-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,12126005139,(212) 600-5139,140,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'french', 'title': 'French'}]",4.5,"{'address1': '19 W 24th St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['19 W 24th St', 'New York, NY 10010'], 'cross_streets': 'Broadway & 5th Ave'}","{'latitude': 40.7430619, 'longitude': -73.9903948}","['https://s3-media3.fl.yelpcdn.com/bphoto/fgHM2BLhF9wOi7DmXaXpAA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/d3znfEEkB4Pzk8NBHY-SwA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/GpH7CnYHYYyUhJEZfWUJIA/o.jpg']",$$$,"[{'open': [{'is_overnight': False, 'start': '1400', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1400', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1400', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1400', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1400', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1630', 'end': '2300', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],,
159,m6bu1AGIIIM9GNn9_cjsmg,uncle-boons-new-york-2,Uncle Boons,https://s3-media4.fl.yelpcdn.com/bphoto/SwzezoXzd0Cu8LAX3sITWg/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/uncle-boons-new-york-2?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,16463706650,(646) 370-6650,1010,"[{'alias': 'thai', 'title': 'Thai'}]",4,"{'address1': '7 Spring St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['7 Spring St', 'New York, NY 10012'], 'cross_streets': 'Bowery & Elizabeth St'}","{'latitude': 40.7211328622237, 'longitude': -73.9943286309159}","['https://s3-media4.fl.yelpcdn.com/bphoto/SwzezoXzd0Cu8LAX3sITWg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/qgTGnaQS4NPr7MpoHD_pTA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/pUOODWdVqyBSUGkRd9RRZg/o.jpg']",$$$,"[{'open': [{'is_overnight': False, 'start': '1730', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1730', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1730', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1730', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1730', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1730', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1730', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],,
160,XEcN3K7gIu4yC8wGB4zPjw,yn-new-york-2,YN,https://s3-media3.fl.yelpcdn.com/bphoto/lGWG15QxTYwLfkOxtlw0UA/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/yn-new-york-2?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,12122263330,(212) 226-3330,209,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'address1': '227 Mott St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['227 Mott St', 'New York, NY 10012'], 'cross_streets': 'Spring St & Prince St'}","{'latitude': 40.7224497, 'longitude': -73.9953034}","['https://s3-media3.fl.yelpcdn.com/bphoto/lGWG15QxTYwLfkOxtlw0UA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/3dA3JR3vMzLYtROI29udJA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/803QeZcqwTUmlifjdCy2Mw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1400', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],,
161,LkT2-XYjuCSmObs8rOLdzA,taro-sushi-brooklyn,Taro Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/ylyQqjn095RoxHQGFcJaAw/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/taro-sushi-brooklyn?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,17183985240,(718) 398-5240,525,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4,"{'address1': '244 Flatbush Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['244 Flatbush Ave', 'Brooklyn, NY 11217'], 'cross_streets': '6th Ave & Bergen St'}","{'latitude': 40.6796449843722, 'longitude': -73.9743090899592}","['https://s3-media1.fl.yelpcdn.com/bphoto/ylyQqjn095RoxHQGFcJaAw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/7A-pXcXXQf1DH--B5CJRfg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/jW24UKh_zaney6v96ATNqA/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1530', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1530', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1530', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1530', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1530', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1530', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1230', 'end': '1530', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
162,q8wlm_XUjmSsTdTQKt2qbQ,erminia-italian-restaurant-new-york,Erminia Italian Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/2a4MJEVIpVu8PAUu6nuT8w/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/erminia-italian-restaurant-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,12128794284,(212) 879-4284,189,"[{'alias': 'italian', 'title': 'Italian'}]",4,"{'address1': '250 E 83rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['250 E 83rd St', 'New York, NY 10028'], 'cross_streets': '3rd Ave & 2nd Ave'}","{'latitude': 40.77594, 'longitude': -73.95346}","['https://s3-media2.fl.yelpcdn.com/bphoto/2a4MJEVIpVu8PAUu6nuT8w/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/IIpS1aCf5OXlSi1tN8rdXw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/XzoHwsFpKj0BKIXqDD7iBw/o.jpg']",$$$,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,
163,_3QRn51W3IoqBzc9fYet4Q,grazie-new-york-3,Grazie,https://s3-media1.fl.yelpcdn.com/bphoto/IIbqHxqxixzwXuykzY9mng/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/grazie-new-york-3?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,12127174407,(212) 717-4407,458,"[{'alias': 'italian', 'title': 'Italian'}]",4,"{'address1': '26 E 84th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['26 E 84th St', 'New York, NY 10028'], 'cross_streets': '85th St Transverse & 5th Ave'}","{'latitude': 40.77948, 'longitude': -73.9601}","['https://s3-media1.fl.yelpcdn.com/bphoto/IIbqHxqxixzwXuykzY9mng/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/lwYUZO58eIx_8ut3XVldbA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/dTccMx7UDL2YmBlNBoeqyg/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
164,mOP2_wjgUMqELKDL1Y-U-A,sammys-noodle-shop-and-grill-new-york,Sammy's Noodle Shop & Grill,https://s3-media3.fl.yelpcdn.com/bphoto/uVw_bwF5o6YZP2Xs8rBe7Q/o.jpg,FALSE,TRUE,https://www.yelp.com/biz/sammys-noodle-shop-and-grill-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,,,451,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,"{'address1': '453 6th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['453 6th Ave', 'New York, NY 10011'], 'cross_streets': ''}","{'latitude': 40.73516, 'longitude': -73.99875}","['https://s3-media3.fl.yelpcdn.com/bphoto/uVw_bwF5o6YZP2Xs8rBe7Q/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/j4V0xtpDJfUIOTFOWwJN8Q/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/3Jn64xwLPaXT3L7VlwWXJw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2330', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
165,O4rYM6YBj90W2u7RhG3Mvg,maison-premiere-brooklyn,Maison Premiere,https://s3-media3.fl.yelpcdn.com/bphoto/sYBR9fpPCOcYF6mE6eQ2MA/o.jpg,TRUE,FALSE,https://www.yelp.com/biz/maison-premiere-brooklyn?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,13473350446,(347) 335-0446,1139,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4,"{'address1': '298 Bedford Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['298 Bedford Ave', 'Brooklyn, NY 11249'], 'cross_streets': ''}","{'latitude': 40.7142399, 'longitude': -73.9616}","['https://s3-media3.fl.yelpcdn.com/bphoto/sYBR9fpPCOcYF6mE6eQ2MA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/lfmRW4Tgvnp4ZSqugA84Sw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/IXBkNdVQzH1654Or0RngVA/o.jpg']",$$$,"[{'open': [{'is_overnight': True, 'start': '1400', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1400', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1400', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['delivery', 'pickup']",,
166,MzjouWGg5kfJJZCBtDbLsw,the-awkward-scone-brooklyn-3,The Awkward Scone,https://s3-media3.fl.yelpcdn.com/bphoto/x4fdj8cSDIExLmFLMGm-4Q/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/the-awkward-scone-brooklyn-3?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,,,23,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",5,"{'address1': '1022 Broadway', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['1022 Broadway', 'Brooklyn, NY 11221'], 'cross_streets': 'Willoughby Ave & Suydam St'}","{'latitude': 40.695404, 'longitude': -73.932964}","['https://s3-media3.fl.yelpcdn.com/bphoto/x4fdj8cSDIExLmFLMGm-4Q/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/Q4eSsNpQuZLZDfrDXLIG1Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/icC_O6QVJmlyHrsaj7kdbA/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,
167,MVNhVKCIqWXUyhwqWMOnYg,kharian-deli-new-york,Kharian Deli,https://s3-media3.fl.yelpcdn.com/bphoto/q9qmm0W_rMrj2AKGUiSKBQ/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/kharian-deli-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,,,14,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'indpak', 'title': 'Indian'}]",3,"{'address1': '184 7th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['184 7th Ave', 'New York, NY 10011'], 'cross_streets': '21st St & 20th St'}","{'latitude': 40.742841, 'longitude': -73.996947}","['https://s3-media4.fl.yelpcdn.com/bphoto/3OlcqZaTBKHHGEROGPVJtw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/q9qmm0W_rMrj2AKGUiSKBQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/AKqGggoc9TX10oqlL2n6cA/o.jpg']",$$,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
168,7_RQG7fNEBuiQyXpTe7mCw,fishing-restaurant-zauo-new-york,Fishing Restaurant Zauo,https://s3-media1.fl.yelpcdn.com/bphoto/uCJgiItwumrCBcLH78LkSg/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/fishing-restaurant-zauo-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,16469052274,(646) 905-2274,247,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'japanese', 'title': 'Japanese'}]",4,"{'address1': '152 W 24th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['152 W 24th St', 'New York, NY 10011'], 'cross_streets': '7th Ave & Avenue Of The Americas'}","{'latitude': 40.7444, 'longitude': -73.99455}","['https://s3-media1.fl.yelpcdn.com/bphoto/uCJgiItwumrCBcLH78LkSg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Ajlu_jomJr3zkOp5yiMQVQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/jM3wQu0UMwxFOFIPdLIzyA/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],,
169,rJ10qSK0pN-a7hQ5NeBkwg,camp-brooklyn-6,Camp,https://s3-media2.fl.yelpcdn.com/bphoto/DAX4gW5yBw8QpRlaFGrUig/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/camp-brooklyn-6?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,17188528086,(718) 852-8086,204,"[{'alias': 'pubs', 'title': 'Pubs'}]",3.5,"{'address1': '179 Smith St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['179 Smith St', 'Brooklyn, NY 11201'], 'cross_streets': 'Wyckoff St & Warren St'}","{'latitude': 40.6857194759222, 'longitude': -73.9910243202206}","['https://s3-media2.fl.yelpcdn.com/bphoto/DAX4gW5yBw8QpRlaFGrUig/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/x4feeQF8nVzVunfYAYw3uA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/6x0OsqQxe4TaC1VleDN-2g/o.jpg']",$$,"[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1500', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],,
170,BprO0tybje6_T6HdT6icyQ,bunsmith-brooklyn,Bunsmith,https://s3-media4.fl.yelpcdn.com/bphoto/nUh1ktwT3Qjhxs3rsdO44g/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/bunsmith-brooklyn?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,13474066660,(347) 406-6660,250,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'korean', 'title': 'Korean'}]",4,"{'address1': '789 Franklin Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['789 Franklin Ave', 'Brooklyn, NY 11238'], 'cross_streets': 'Lincoln Pl & St Johns Pl'}","{'latitude': 40.6718444824219, 'longitude': -73.9572525024414}","['https://s3-media4.fl.yelpcdn.com/bphoto/nUh1ktwT3Qjhxs3rsdO44g/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/kjhcVWQgs_kpD_Q1uSr3PQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/eQT9T6h2FIkpZ0knmX08tQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,
171,elLwg1PVFUEnoyKpzMP8DQ,bali-kitchen-new-york-2,Bali Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/E6uUKHegGd7qtL6WlxrT8A/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/bali-kitchen-new-york-2?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,16466784784,(646) 678-4784,143,"[{'alias': 'indonesian', 'title': 'Indonesian'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.5,"{'address1': '128 E 4th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['128 E 4th St', 'New York, NY 10003'], 'cross_streets': '13th St & 12th St'}","{'latitude': 40.725454, 'longitude': -73.987585}","['https://s3-media3.fl.yelpcdn.com/bphoto/E6uUKHegGd7qtL6WlxrT8A/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/kd0SFp0bW65db3dG5Q3LQQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/80Y1loj3JFON-hvcygYU0Q/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,"[{'date': '2020-11-26', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}]"
